YM,MCT_NM,TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT
202301,하르방밀면공항점,T1,33.4961062,126.5192035,제주 제주시 오라일동 2451-5번지 1층,0.726323639075316
202301,하늘본닭,T1,33.4999839,126.5284439,제주 제주시 이도이동 1773-13번지,0.804526748971193
202301,피그농원,T1,33.2289238,126.2481065,제주 서귀포시 대정읍 하모리 1293번지 1층,0.631252977608385
202301,풍촌,T1,33.4884311,126.4927534,제주 제주시 연동 282-30번지 1층,0.614406779661017
202301,풍천연가풍천장어참숯구이,T1,33.2540006,126.5616312,제주 서귀포시 동홍동 1487-4번지 3동,0.769363166953528
202301,풍채,T1,33.4985071,126.5315845,제주 제주시 이도이동 1181-18번지,0.824390243902439
202301,풍전,T1,33.486012,126.4923517,제주 제주시 연동 276-6번지 대경빌딩,0.725862068965517
202301,풍경채,T1,33.4942901,126.4596672,제주 제주시 이호이동 855-2번지,0.847826086956521
202301,푸주옥도남점,T1,33.4919169,126.529927,제주 제주시 도남동 74번지,0.81557035803497
202301,푸주옥노형점,T1,33.4906085,126.4737422,제주 제주시 노형동 2577-1번지,0.792985874330248
202301,푸주옥,T1,33.4942508,126.5176665,제주 제주시 오라일동 1014-3번지,0.852910602910602
202301,푸른바당돼지,T1,33.5213746,126.5659767,제주 제주시 화북일동 1966-7번지,0.878504672897196
202301,푸드드림,T1,33.5193717,126.5767796,제주 제주시 화북일동 9-4번지 상가 103호,0.898305084745762
202301,표선풍천장어,T1,33.3250928,126.8327377,제주 서귀포시 표선면 표선리 632번지 1층,0.617391304347826
202301,퐁낭집,T1,33.4396667,126.4025379,제주 제주시 애월읍 유수암리 1779-1번지 1층,0.572164948453608
202301,폭폭,T1,33.4508783,126.3920189,제주 제주시 애월읍 장전리 389-5번지,0.507692307692307
202301,폭포수,T1,33.2855407,126.5871387,제주 서귀포시 토평동 1770-5번지,0.747706422018348
202301,포차천국노형점,T1,33.4898649,126.4769461,제주 제주시 노형동 1044-11번지,0.887931034482758
202301,포차천국,T1,33.4979481,126.5292793,제주 제주시 이도이동 1765-3번지 2층,0.78735632183908
202301,포차천국,T1,33.5019374,126.5427695,제주 제주시 이도이동 409번지 1층,0.857142857142857
202301,포동정식 도청점,T1,33.4882277,126.4971247,제주 제주시 연동 302-11번지 1층,0.685381355932203
202301,퍼틴제주,T1,33.4908812,126.4989092,제주 제주시 연동 311-83번지 1층,0.725055432372505
202301,퍼드림식당,T1,33.2545545,126.5712908,제주 서귀포시 동홍동 647-4번지 1층,0.90566037735849
202301,팔도실비집신서귀포점,T1,33.2538087,126.5094805,제주 서귀포시 법환동 737-3번지,0.559440559440559
202301,팔도실비집 삼화점,T1,33.5164385,126.5798975,제주 제주시 도련일동 1939-3번지 101호,0.839805825242718
202301,파파파,T1,33.5012316,126.5328764,제주 제주시 이도이동 1173-20번지 1층,0.703703703703703
202301,파도,T1,33.5113111,126.5305255,제주 제주시 일도이동 1028-21번지,0.639684813753581
202301,통큰코다리하귀점,T1,33.4853859,126.4158158,제주 제주시 애월읍 하귀1리 138-11번지 1층,0.712574850299401
202301,통큰코다리모슬포점,T1,33.2204779,126.2498989,제주 서귀포시 대정읍 하모리 1063-2번지,0.5859375
202301,통큰뼈감탕,T1,33.4855328,126.4170213,제주 제주시 애월읍 하귀1리 140-7번지,0.802867383512544
202301,통큰맛집,T1,33.2476506,126.5644384,제주 서귀포시 서귀동 416-4번지 서귀동,0.628205128205128
202301,통큰돼지,T1,33.5066492,126.5091721,제주 제주시 용담이동 2682-9번지 통큰돼지,0.707762557077625
202301,통족중문점,T1,33.2536359,126.4257284,제주 서귀포시 중문동 1655-9번지 1층,0.621722846441947
202301,통영아귀찜,T1,33.4886178,126.5982999,제주 제주시 봉개동 1359-1번지,0.768627450980392
202301,통시돈,T1,33.5109173,126.5318029,제주 제주시 일도이동 1030-2번지 1층,0.809523809523809
202301,통돌이돈통가,T1,33.4845657,126.4313777,제주 제주시 외도일동 645-6번지 1층,0.741176470588235
202301,통낭식당,T1,33.253431,126.5117614,제주 서귀포시 서호동 1469-1번지 1층 통낭식당,0.72635814889336
202301,통김치찌게,T1,33.4840614,126.4850472,제주 제주시 노형동 942-8번지,0.655228758169934
202301,통근막창,T1,33.5119572,126.5052891,제주 제주시 용담이동 928-10번지,0.804878048780487
202301,토평해뜨는집,T1,33.2685253,126.5917872,제주 서귀포시 토평동 1244번지,0.656462585034013
202301,토담집,T1,33.2534931,126.5717176,제주 서귀포시 동홍동 648-10번지,0.787190082644628
202301,토담골,T1,33.4933442,126.5434175,제주 제주시 이도이동 1965-11번지 1층,0.830508474576271
202301,텍사스하우스,T1,33.4908173,126.5439038,제주 제주시 아라이동 3011-7번지 1층 101호 남쪽,0.795379537953795
202301,테라스탱고,T1,33.488201,126.4961019,제주 제주시 연동 302-3번지,0.532958199356913
202301,터미널남원식당,T1,33.5006203,126.5135485,제주 제주시 용담일동 2827-17번지,0.511711711711711
202301,태을갈비,T1,33.4779303,126.4793522,제주 제주시 노형동 747-6번지,0.690796277145811
202301,태양상회,T1,33.5172015,126.5216205,제주 제주시 삼도이동 1181번지 삼도이동,0.597777777777777
202301,태선갈비일도점,T1,33.5027817,126.5469738,제주 제주시 일도이동 62-1번지 1층 2호,0.813021702838063
202301,태산봉,T1,33.5116193,126.5304294,제주 제주시 일도일동 1048-6번지,0.799601857996018
202301,태백아놀자,T1,33.5028895,126.5432811,제주 제주시 일도이동 50-13번지 지하 1층,0.893203883495145
202301,태백산3호점,T1,33.4915228,126.5427105,제주 제주시 아라이동 3011-20번지,0.83367139959432
202301,태돈가,T1,33.5155411,126.5216721,제주 제주시 삼도이동 1112-22번지 1층,0.649572649572649
202301,태경식당,T1,33.3287366,126.7127705,제주 서귀포시 남원읍 수망리 310-1번지,0.653846153846153
202301,탕탕이2호점,T1,33.4879825,126.4778156,제주 제주시 노형동 1065-7번지,0.81769436997319
202301,탕탕이1호점,T1,33.496231,126.5271407,제주 제주시 도남동 918-14번지 도남동,0.858181818181818
202301,탕의기준,T1,33.5382772,126.6391412,제주 제주시 조천읍 조천리 2600번지,0.622857142857142
202301,탐라요정 신제주점,T1,33.4870605,126.4908599,제주 제주시 연동 273-32번지,0.60172744721689
202301,탐라는갈비,T1,33.4700522,126.5451134,제주 제주시 아라일동 6076-1번지 1층,0.832116788321167
202301,탐나숯불갈비,T1,33.2570805,126.5735403,제주 서귀포시 동홍동 107-9번지 1층,0.832335329341317
202301,탐나는집밥,T1,33.4915752,126.4957954,제주 제주시 연동 291-121번지 1층,0.7
202301,탐나는숯불갈비,T1,33.5020222,126.5455475,제주 제주시 일도이동 70-3번지,0.71875
202301,탐궁숯불갈비,T1,33.4858321,126.4290015,제주 제주시 외도일동 634-1번지,0.873684210526315
202301,탄광촌,T1,33.5046515,126.5148324,제주 제주시 삼도일동 721-14번지 1층,0.818471337579617
202301,탁탁,T1,33.4997117,126.5333991,제주 제주시 이도이동 1141-6번지,0.916666666666666
202301,킴스커틀렛,T1,33.4991032,126.5297519,제주 제주시 이도이동 2032-5번지,0.89525993883792
202301,키링푸드비상식탁,T1,33.4976434,126.5272309,제주 제주시 도남동 920-17번지 1층 3호,0.589622641509434
202301,큰가름본점,T1,33.4945035,126.5279156,제주 제주시 도남동 83-12번지 아름빌라 101호,0.840277777777777
202301,코시롱,T1,33.4809522,126.4746108,제주 제주시 노형동 3808-1번지 1층,0.531634446397188
202301,칠일칠팔식당,T1,33.4166891,126.2643592,제주 제주시 한림읍 한림리 1314-37번지,0.787072243346007
202301,칠삭갈비,T1,33.5030038,126.5432025,제주 제주시 일도이동 50-6번지,0.738738738738738
202301,친정집,T1,33.5200838,126.5731444,제주 제주시 화북일동 11-2번지,0.843333333333333
202301,친정가는날,T1,33.4048972,126.2570438,제주 제주시 한림읍 옹포리 251번지,0.54516129032258
202301,치맥집칼호텔점,T1,33.5066608,126.5251841,제주 제주시 이도일동 1708-3번지 1호,0.822134387351778
202301,치맥집,T1,33.5003643,126.5200614,제주 제주시 삼도일동 535-14번지 1층,0.687631027253668
202301,춤추는식탁,T1,33.4890847,126.4317722,제주 제주시 외도일동 505-10번지 외도일동,0.910755148741418
202301,추자회소랑,T1,33.4991032,126.5297519,제주 제주시 이도이동 1955-5번지,0.635658914728682
202301,추자섬바당,T1,33.4867436,126.5376055,제주 제주시 이도이동 2021-15번지,0.718085106382978
202301,추억공감,T1,33.4885333,126.4787515,제주 제주시 노형동 1067-11번지 추억공감,0.581896551724137
202301,최부자,T1,33.4964705,126.5392601,제주 제주시 이도이동 398-22번지 1층,0.832512315270935
202301,최고의밥상,T1,33.3812856,126.876784,제주 서귀포시 성산읍 신산리 1036-4번지 1층,0.555555555555555
202301,초원도야지,T1,33.4787538,126.3994097,제주 제주시 애월읍 하귀2리 1956-6번지 1층,0.673003802281368
202301,초벌우야지,T1,33.418908,126.267616,제주 제주시 한림읍 대림리 1848번지 1층,0.801587301587301
202301,초량화성,T1,33.5019171,126.5435722,제주 제주시 일도이동 68-2번지 1층,0.888059701492537
202301,청향,T1,33.4966963,126.5322924,제주 제주시 이도이동 1034-4번지,0.693181818181818
202301,청포돗대,T1,33.5023432,126.5461538,제주 제주시 일도이동 62-7번지,0.829896907216494
202301,청춘막창,T1,33.5114195,126.5314478,제주 제주시 일도이동 1027-10번지 1층,0.899441340782122
202301,청정뷔페앤제사,T1,33.4597882,126.5383838,제주 제주시 오등동 434-4번지 1층,0.818181818181818
202301,청오돼지들의세상,T1,33.4893171,126.4791631,제주 제주시 노형동 1069-7번지,0.638297872340425
202301,청림해장,T1,33.4918944,126.5375945,제주 제주시 이도이동 1994-8번지 이도이동,0.779264214046822
202301,청담집,T1,33.492072,126.4721076,제주 제주시 노형동 2737번지,0.711506392440244
202301,청관,T1,33.4640916,126.3204731,제주 제주시 애월읍 애월리 1669-1번지 1층,0.551601423487544
202301,철수네숯불갈비,T1,33.4814105,126.4994419,제주 제주시 연동 460-5번지 1층,0.73921200750469
202301,천하장사뷔페,T1,33.4891722,126.4906668,제주 제주시 연동 251-8번지 뉴제원아파트,0.618657937806874
202301,천하육회,T1,33.4875464,126.4905504,제주 제주시 연동 273-4번지,0.698681732580037
202301,천지연무태장어신서귀포점,T1,33.2544212,126.5073567,제주 서귀포시 강정동 159-3번지,0.612903225806451
202301,천지연무태장어서귀포점,T1,33.252026,126.5549431,제주 서귀포시 서귀동 332-3번지 지하1층,0.6
202301,천장어제주점,T1,33.4788535,126.4805411,제주 제주시 노형동 737-1번지 1층,0.796875
202301,천도두루치기,T1,33.5034318,126.5450357,제주 제주시 일도이동 53-7번지 1층,0.884372177055103
202301,천금음식점,T1,33.2533957,126.5108986,제주 서귀포시 법환동 735-9번지,0.685358255451713
202301,챰이슬,T1,33.2216316,126.2523229,제주 서귀포시 대정읍 하모리 930-5번지 2층,0.816326530612244
202301,창화당서귀포점,T1,33.2529956,126.5109449,제주 서귀포시 법환동 735-5번지 2층,0.624671916010498
202301,창성상회,T1,33.4932149,126.5263655,제주 제주시 도남동 56-3번지 1층,0.832298136645962
202301,참살이정육식당,T1,33.5059971,126.5397246,제주 제주시 일도이동 367-10번지,0.863636363636363
202301,참맛골,T1,33.2582962,126.5774428,제주 서귀포시 토평동 3264-6번지,0.941176470588235
202301,착한소21,T1,33.5038301,126.542395,제주 제주시 일도이동 48번지 1층,0.876190476190476
202301,차화술,T1,33.5099229,126.5328493,제주 제주시 일도이동 1020-21번지 2층,1.0
202301,차차,T1,33.4834248,126.4829637,제주 제주시 노형동 935번지 1층,0.689393939393939
202301,차돌집  노형점,T1,33.4907824,126.4801107,제주 제주시 노형동 1047-10번지 1층,0.811764705882352
202301,차돌집,T1,33.4907413,126.4935238,제주 제주시 연동 291-7번지,0.538364779874213
202301,차곡,T1,33.4902673,126.4979834,제주 제주시 연동 311-46번지 제주특별자치도교육청 지하,0.907894736842105
202301,쪽갈비야사랑한닭,T1,33.516771,126.5794602,제주 제주시 도련일동 1940-1번지 1층 109호,0.895652173913043
202301,짱숯불갈비,T1,33.4879647,126.4926489,제주 제주시 연동 282-54번지,0.644133644133644
202301,징기스 이도점,T1,33.4925342,126.5422511,제주 제주시 아라이동 3012-9번지 1층,0.829357798165137
202301,징기스 신제주점,T1,33.482824,126.4849894,제주 제주시 노형동 944-15번지 1층,0.726744186046511
202301,진향갈비,T1,33.4946044,126.5274911,제주 제주시 도남동 54-22번지 1층,0.961038961038961
202301,진지상,T1,33.4871903,126.4794531,제주 제주시 노형동 1289-1번지 제동프린스빌 101호,0.761061946902654
202301,진영,T1,33.5097742,126.5060551,제주 제주시 용담이동 630-5번지,0.784603421461897
202301,진양,T1,33.5165035,126.579112,제주 제주시 도련일동 1963-12번지 1층 102호,0.8
202301,진아,T1,33.4859325,126.5372577,제주 제주시 아라일동 6038-2번지 1층,0.886016451233842
202301,진대감,T1,33.4831829,126.4686428,제주 제주시 노형동 2420번지 A동,0.711656441717791
202301,진고개,T1,33.2458216,126.5530831,제주 서귀포시 서홍동 590-1번지 진고개,0.595890410958904
202301,진1926서귀포월드컵점,T1,33.2531805,126.5041576,제주 서귀포시 강정동 207-7번지 1층,0.645833333333333
202301,진19262호점,T1,33.4893108,126.4745258,제주 제주시 노형동 2578-5번지 2층,0.738351254480286
202301,지정,T1,33.5124685,126.5056743,제주 제주시 용담이동 930-25번지,0.614141414141414
202301,지원,T1,33.5059021,126.5451693,제주 제주시 일도이동 46-1번지 혜성대유아파트 105동 102호,0.963636363636363
202301,중종,T1,33.4898127,126.5020474,제주 제주시 오라삼동 2912-5번지 1층,0.567796610169491
202301,중엄집밥처럼,T1,33.4737411,126.3734759,제주 제주시 애월읍 신엄리 757-4번지 나동 1층,0.564444444444444
202301,중문이고집,T1,33.2522214,126.4274439,제주 서귀포시 중문동 2004-1번지 1층,0.623762376237623
202301,죽성고을,T1,33.4622582,126.5341448,제주 제주시 오등동 455-4번지 1층,0.607407407407407
202301,죽마고우,T1,33.4772978,126.4892263,제주 제주시 연동 1532-3번지,0.740298507462686
202301,주전부리,T1,33.2211785,126.2534648,제주 서귀포시 대정읍 하모리 848-7번지,0.597222222222222
202301,주우하다,T1,33.4495251,126.5743285,제주 제주시 영평동 2669-4번지 1층,0.550802139037433
202301,주식회사제이락,T1,33.4897648,126.4878231,제주 제주시 연동 251-1번지 지하1층,0.603503184713375
202301,주식회사일품순두부노형점,T1,33.4849103,126.4668126,제주 제주시 노형동 2883-1번지 1층,0.64692256783587
202301,주식회사 티아이,T1,33.4781154,126.5424405,제주 제주시 아라일동 2332-1번지,0.747641509433962
202301,주식회사 털보네장원랜드,T1,33.4546606,126.4865432,제주 제주시 노형동 286-1번지,0.511904761904761
202301,주식회사 탐궁,T1,33.2468222,126.5066296,제주 서귀포시 법환동 1652-2번지 1층,0.610697359512525
202301,주식회사 제이엠푸드앤플레이스,T1,33.4911229,126.544686,제주 제주시 아라이동 3008-5번지 1층,0.794091316025067
202301,주식회사 제이엠컴퍼니,T1,33.4828383,126.4812862,제주 제주시 노형동 920-16번지 1층,0.648621041879468
202301,주식회사 작은바람,T1,33.4886802,126.5515923,제주 제주시 이도이동 99-2번지,0.820956256358087
202301,주식회사 올바른면옥,T1,33.4881855,126.4754207,제주 제주시 노형동 1057-1번지,0.882716049382716
202301,주식회사 광원,T1,33.4726152,126.4847916,제주 제주시 노형동 75-10번지,0.654098360655737
202301,주민상회화순점,T1,33.2462086,126.3323455,제주 서귀포시 안덕면 화순리 1062번지 1층,0.534482758620689
202301,주민상회한림점,T1,33.411994,126.2653206,제주 제주시 한림읍 한림리 1197-1번지 1층,0.685534591194968
202301,주민상회한라대점,T1,33.4775147,126.4807238,제주 제주시 노형동 752-5번지 지훈빌라 1층,0.791277258566978
202301,주민상회일도점,T1,33.5056379,126.5408635,제주 제주시 일도이동 392번지,0.860853432282003
202301,주민상회 용담점,T1,33.5117582,126.5122803,제주 제주시 용담이동 359-55번지,0.834677419354838
202301,주민상회 신제주점,T1,33.4832496,126.4829165,제주 제주시 노형동 935-16번지,0.734741784037558
202301,주민상회 신광점,T1,33.4920584,126.4880647,제주 제주시 연동 2326-4번지 1층,0.8125
202301,주민상회 노형점,T1,33.4881247,126.478756,제주 제주시 노형동 1278-3번지 1층,0.903225806451612
202301,주민상회,T1,33.4960307,126.5271146,제주 제주시 도남동 918-15번지 1층,0.909090909090909
202301,주돼지무한리필,T1,33.4819769,126.4999506,제주 제주시 연동 456-1번지 2층,0.747126436781609
202301,좋아좋아숯불갈비본점,T1,33.515914,126.523419,제주 제주시 삼도이동 14-1번지 1층,0.778618732261116
202301,종합정육식당,T1,33.4956789,126.5199797,제주 제주시 오라일동 2454-5번지,0.653061224489795
202301,종이와마루(호야네집),T1,33.4784842,126.4879561,제주 제주시 연동 1512-2번지 1층,0.732718894009216
202301,족황상제표선점,T1,33.3279122,126.8347776,제주 서귀포시 표선면 표선리 472번지 1층,0.580645161290322
202301,족풍,T1,33.4738733,126.5501551,제주 제주시 아라일동 6126번지 1층,0.780748663101604
202301,조은,T1,33.4914563,126.4734814,제주 제주시 노형동 2732-2번지 1층,0.631944444444444
202301,조약돌,T1,33.5177497,126.5390629,제주 제주시 건입동 657-8번지,0.671394799054373
202301,조선옥,T1,33.4927555,126.4999233,제주 제주시 연동 310-52번지,0.630177514792899
202301,조끄띠,T1,33.475198,126.5488473,제주 제주시 아라일동 6114-11번지,0.846625766871165
202301,조가네돈갈비,T1,33.5013312,126.5436909,제주 제주시 일도이동 68-12번지,0.819905213270142
202301,제주할망밥상애월점,T1,33.4860829,126.414852,제주 제주시 애월읍 하귀1리 118-3번지 1층,0.561338289962825
202301,제주풍년식당,T1,33.5220291,126.582044,제주 제주시 삼양이동 2128-9번지 대웅빌라 101호,0.691566265060241
202301,제주포차,T1,33.498715,126.5294978,제주 제주시 이도이동 1767-32번지 3층,0.717948717948718
202301,제주포램,T1,33.4806597,126.4910309,제주 제주시 연동 1484-5번지 연동,0.698757763975155
202301,제주통큰장어별관,T1,33.5016454,126.5422459,제주 제주시 이도이동 410번지 2층,0.88235294117647
202301,제주통큰장어,T1,33.5016454,126.5422459,제주 제주시 이도이동 410번지,0.850858369098712
202301,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.89367816091954
202301,제주크랩앤전복,T1,33.4859603,126.5384442,제주 제주시 아라일동 2470-1번지 지1층 104호,0.725352112676056
202301,제주종가,T1,33.5009254,126.5306196,제주 제주시 이도이동 1176-24번지 1층,0.628158844765343
202301,제주정가네밥상,T1,33.4687341,126.5394413,제주 제주시 아라일동 2082-1번지,0.587194608256107
202301,제주정,T1,33.5210697,126.5789906,제주 제주시 삼양이동 2142-3번지,0.836424957841484
202301,제주육로,T1,33.4879647,126.4926489,제주 제주시 연동 282-54번지 1층,0.714285714285714
202301,제주옹기,T1,33.4873383,126.4973988,제주 제주시 연동 313-2번지 1층,0.829113924050632
202301,제주올레냉면(주) 제주노형점,T1,33.481893,126.4703098,제주 제주시 노형동 2466-1번지 1층,0.590247452692867
202301,제주오복단,T1,33.4965989,126.5373685,제주 제주시 이도이동 1062-6번지 1층,0.792746113989637
202301,제주오라방,T1,33.2475029,126.5641085,제주 서귀포시 서귀동 417-2번지 2층,0.5662100456621
202301,제주오겹살왕돌구이본점,T1,33.4987242,126.5249755,제주 제주시 삼도일동 583-4번지,0.72695652173913
202301,제주옛돈,T1,33.4941415,126.5189567,제주 제주시 오라일동 1074-8번지,0.676470588235294
202301,제주영롱가,T1,33.4698837,126.5488013,제주 제주시 아라일동 1814번지,0.553495007132667
202301,제주여행가야밀면,T1,33.4880643,126.4848929,제주 제주시 노형동 907-3번지 1층,0.651360544217687
202301,제주아라본가,T1,33.4852049,126.5434909,제주 제주시 아라이동 1370-4번지 1층,0.764623955431754
202301,제주소드래,T1,33.5040805,126.5367314,제주 제주시 이도이동 314-4번지 2층,0.72465960665658
202301,제주사조,T1,33.2351148,126.5069058,제주 서귀포시 강정동 596-4번지 1층,0.541666666666666
202301,제주부싯돌,T1,33.2518399,126.5617573,제주 서귀포시 서귀동 286-26번지,0.57286432160804
202301,제주본토박이,T1,33.4965321,126.5339115,제주 제주시 이도이동 1054-4번지,0.828810020876826
202301,제주버들못,T1,33.3278924,126.828199,제주 서귀포시 표선면 표선리 1687-1번지,0.762264150943396
202301,제주미소,T1,33.5017569,126.543671,제주 제주시 일도이동 68-3번지,0.848623853211009
202301,제주명태어장삼화점,T1,33.5175193,126.5779037,제주 제주시 화북일동 18-6번지 1층,0.878260869565217
202301,제주돈갈매기,T1,33.5031139,126.5414725,제주 제주시 이도이동 406-1번지,0.896265560165975
202301,제주돈2호점,T1,33.475913,126.5497484,제주 제주시 아라일동 6117-3번지 1층,0.772471910112359
202301,제주돈,T1,33.4944729,126.5488249,제주 제주시 이도이동 76-20번지,0.80050505050505
202301,제주대통,T1,33.477299,126.4891029,제주 제주시 연동 1532-2번지 1층,0.598765432098765
202301,제주늘봄,T1,33.4796615,126.4719343,제주 제주시 노형동 2301번지,0.643882646691635
202301,제주기사,T1,33.4980219,126.5167885,제주 제주시 오라일동 2446번지,0.769426751592356
202301,제주곱,T1,33.4870215,126.4922095,제주 제주시 연동 283-6번지 1층,0.582322357019064
202301,제주객조리조림,T1,33.4972926,126.5258781,제주 제주시 도남동 910-5번지,0.723809523809523
202301,제주갈매기,T1,33.4839375,126.4121208,제주 제주시 애월읍 하귀1리 192-6번지 1층,0.720394736842105
202301,제원칼집별관,T1,33.4883518,126.4895599,제주 제주시 연동 261-16번지 1층,0.567789291882556
202301,제불노형본점,T1,33.4887061,126.477496,제주 제주시 노형동 1053-8번지 1층,0.816143497757847
202301,제라진국밥,T1,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,0.90625
202301,제돈상회,T1,33.4889974,126.4798967,제주 제주시 노형동 1276-2번지 1층,0.761111111111111
202301,정한가든,T1,33.5241274,126.8544466,제주 제주시 구좌읍 세화리 1525-4번지,0.74757281553398
202301,정진숯불갈비,T1,33.5021507,126.5191219,제주 제주시 삼도일동 524-7번지,0.868965517241379
