YM,MCT_NM,TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT
202302,인자숯불갈비2호점,T1,33.4985158,126.5457077,제주 제주시 일도이동 109-15번지,0.91083916083916
202302,인자숯불갈비,T1,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,0.914163090128755
202302,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.902439024390243
202302,오라돈돈,T1,33.4895477,126.5121071,제주 제주시 오라이동 1349-3번지,0.905109489051094
202302,양푼왕갈비,T1,33.4861014,126.4754153,제주 제주시 노형동 1061-2번지,0.917808219178082
202302,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.923076923076923
202302,스페샬삼도점,T1,33.5084725,126.5244294,제주 제주시 이도일동 1563-2번지 1층,0.912751677852349
202302,솔담2,T1,33.4979367,126.5297617,제주 제주시 이도이동 1186-10번지,0.918367346938775
202302,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,0.909090909090909
202302,삼화왕갈비,T1,33.5147733,126.5740751,제주 제주시 화북일동 1017-2번지 B동,0.911764705882352
202302,사쿠라,T1,33.4863507,126.4313911,제주 제주시 외도일동 549-6번지 2층,1.0
202302,빨간집삼화지구점,T1,33.514786,126.5760546,제주 제주시 화북일동 1023-1번지 1층,0.90301724137931
202302,빨간집베라체점,T1,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,0.914529914529914
202302,미식가,T1,33.3082455,126.1645996,제주 제주시 한경면 고산리 3615-6번지,1.0
202302,미녀,T1,33.5146276,126.5315267,제주 제주시 건입동 1242-1번지,0.9
202302,김반장,T1,33.5044881,126.5408912,제주 제주시 일도이동 392-17번지,0.901685393258427
202302,금화,T1,33.5121358,126.5118195,제주 제주시 용담이동 359-76번지 1층,0.91
202303,황재돈,T1,33.4871301,126.4317189,제주 제주시 외도일동 551-1번지 고전빌라 102호,0.90625
202303,화북신안,T1,33.5209592,126.5680588,제주 제주시 화북일동 1968-23번지 1층,0.912087912087912
202303,한라생얼큰이,T1,33.5024432,126.5422186,제주 제주시 이도이동 408-13번지,0.921965317919075
202303,통큰국밥,T1,33.4900161,126.4338057,제주 제주시 외도일동 485-8번지 1층,0.906060606060606
202303,킴스커틀렛,T1,33.4991032,126.5297519,제주 제주시 이도이동 2032-5번지,0.901026392961876
202303,춤추는식탁,T1,33.4890847,126.4317722,제주 제주시 외도일동 505-10번지 외도일동,0.913348946135831
202303,지원,T1,33.5059021,126.5451693,제주 제주시 일도이동 46-1번지 혜성대유아파트 105동 102호,0.962616822429906
202303,주식회사 전철우고향랭면,T1,33.4790508,126.470798,제주 제주시 노형동 2282번지 1층,1.0
202303,주민상회,T1,33.4960307,126.5271146,제주 제주시 도남동 918-15번지 1층,0.902636916835699
202303,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.904
202303,제주돈갈매기,T1,33.5031139,126.5414725,제주 제주시 이도이동 406-1번지,0.906976744186046
202303,제라진국밥,T1,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,0.903508771929824
202303,정든공간,T1,33.4989633,126.5252575,제주 제주시 도남동 915번지,0.911764705882352
202303,일품왕솥뚜껑,T1,33.5070466,126.5409195,제주 제주시 일도이동 369-18번지,0.912
202303,일도돈,T1,33.5060861,126.5406736,제주 제주시 일도이동 378-4번지 동명빌딩 1층,1.0
202303,인자숯불갈비2호점,T1,33.4985158,126.5457077,제주 제주시 일도이동 109-15번지,0.90725126475548
202303,인자숯불갈비,T1,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,0.911205073995771
202303,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.90339892665474
202303,양푼왕갈비,T1,33.4861014,126.4754153,제주 제주시 노형동 1061-2번지,0.920353982300884
202303,아하,T1,33.4891215,126.4925851,제주 제주시 연동 282-17번지 3층,1.0
202303,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.919871794871794
202303,순덕이네왕갈비,T1,33.5222666,126.5673477,제주 제주시 화북일동 1944-10번지 1호,0.919642857142857
202303,송이축산정육식당삼양점,T1,33.520576,126.5799477,제주 제주시 삼양이동 2149-1번지 1층,1.0
202303,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,0.9
202303,삼화왕갈비,T1,33.5147733,126.5740751,제주 제주시 화북일동 1017-2번지 B동,0.9
202303,빨간집삼화지구점,T1,33.514786,126.5760546,제주 제주시 화북일동 1023-1번지 1층,0.903433476394849
202303,빨간집베라체점,T1,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,0.920765027322404
202303,부가네얼큰이인제점,T1,33.5090413,126.5392679,제주 제주시 일도이동 330-12번지 1층,0.901960784313725
202303,봄날의춘천,T1,33.4865591,126.474232,제주 제주시 노형동 2614-1번지 1층,0.910714285714285
202303,동홍소량,T1,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,0.903890160183066
202303,놀부네,T1,33.4116979,126.2684558,제주 제주시 한림읍 한림리 905-18번지 1층,0.903030303030303
202303,꾸어삼겹,T1,33.5102553,126.5321995,제주 제주시 일도이동 1030-10번지,0.903614457831325
202303,경춘선,T1,33.511901,126.5387532,제주 제주시 일도이동 160번지,0.9
202303,100번지숯불구이,T1,33.4757386,126.4607808,제주 제주시 도평동 100번지 1층,0.913043478260869
202304,송이축산정육식당삼양점,T1,33.520576,126.5799477,제주 제주시 삼양이동 2149-1번지 1층,0.96875
202304,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.907801418439716
202304,제라진국밥,T1,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,0.910919540229885
202304,양푼왕갈비,T1,33.4861014,126.4754153,제주 제주시 노형동 1061-2번지,0.906976744186046
202304,버뮤다제주,T1,33.4983363,126.5296714,제주 제주시 이도이동 1767-6번지 1층,0.903225806451612
202304,부가네얼큰이일도점,T1,33.4944343,126.5482049,제주 제주시 이도이동 1951-10번지 102호,0.907849829351535
202304,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,1.0
202304,일도돈,T1,33.5060861,126.5406736,제주 제주시 일도이동 378-4번지 동명빌딩 1층,0.974358974358974
202304,인자숯불갈비2호점,T1,33.4985158,126.5457077,제주 제주시 일도이동 109-15번지,0.908474576271186
202304,큰나무집,T1,33.5107011,126.5120193,제주 제주시 용담이동 358-17번지 큰나무집,0.9002849002849
202304,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.90566037735849
202304,케이오늘,T1,33.4894585,126.4820088,제주 제주시 연동 276-3번지 청목더웰연동아파트 1층 3호,0.9
202304,육화담,T1,33.2472371,126.564018,제주 서귀포시 서귀동 417-6번지 5층,1.0
202304,서도가든,T1,33.5217617,126.5659725,제주 제주시 화북일동 1947-25번지 화북백록연립 101호,0.966101694915254
202304,화북신안,T1,33.5209592,126.5680588,제주 제주시 화북일동 1968-23번지 1층,0.905405405405405
202304,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.919642857142857
202304,일이삼식당,T1,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,0.935960591133004
202304,춤추는식탁,T1,33.4890847,126.4317722,제주 제주시 외도일동 505-10번지 외도일동,0.915094339622641
202304,일품왕솥뚜껑,T1,33.5070466,126.5409195,제주 제주시 일도이동 369-18번지,0.918032786885245
202304,황재돈,T1,33.4871301,126.4317189,제주 제주시 외도일동 551-1번지 고전빌라 102호,0.906614785992217
202304,돈우랑,T1,33.5081754,126.5397649,제주 제주시 일도이동 354-30번지 1층,0.949152542372881
202304,부가네얼큰이인제점,T1,33.5090413,126.5392679,제주 제주시 일도이동 330-12번지 1층,0.904942965779467
202304,인자숯불갈비,T1,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,0.920997920997921
202304,구이소,T1,33.4934747,126.4946149,제주 제주시 연동 290-11번지,0.933333333333333
202304,정든공간,T1,33.4989633,126.5252575,제주 제주시 도남동 915번지,0.918918918918919
202304,독불장군,T1,33.5053453,126.5402632,제주 제주시 일도이동 380-2번지 1층,0.92
202305,서도가든,T1,33.5217617,126.5659725,제주 제주시 화북일동 1947-25번지 화북백록연립 101호,0.950413223140495
202305,한라생얼큰이,T1,33.5024432,126.5422186,제주 제주시 이도이동 408-13번지,0.912676056338028
202305,참맛골,T1,33.2582962,126.5774428,제주 서귀포시 토평동 3264-6번지,0.945454545454545
202305,정든공간,T1,33.4989633,126.5252575,제주 제주시 도남동 915번지,0.918918918918919
202305,제라진국밥,T1,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,0.912790697674418
202305,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.904587155963302
202305,풀향기,T1,33.4902737,126.432747,제주 제주시 외도일동 480-4번지 1층,0.91358024691358
202305,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.915300546448087
202305,수문미트,T1,33.4902206,126.4781441,제주 제주시 노형동 1050-5번지 1층,0.946428571428571
202305,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.91784702549575
202305,탕후루에꼬치다,T1,33.4879737,126.4307228,제주 제주시 외도일동 498-6번지 1층,0.913043478260869
202305,목민,T1,33.4959536,126.5250016,제주 제주시 도남동 906-31번지 1층,0.943396226415094
202305,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,1.0
202305,돈우랑,T1,33.5081754,126.5397649,제주 제주시 일도이동 354-30번지 1층,0.926315789473684
202305,빨간집베라체점,T1,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,0.906666666666666
202305,놀부네,T1,33.4116979,126.2684558,제주 제주시 한림읍 한림리 905-18번지 1층,0.901639344262295
202305,동홍소량,T1,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,0.905617977528089
202305,일도돈,T1,33.5060861,126.5406736,제주 제주시 일도이동 378-4번지 동명빌딩 1층,0.913793103448275
202305,오복돈,T1,33.4970386,126.5348154,제주 제주시 이도이동 1052-3번지 1층,0.909090909090909
202305,부가네얼큰이일도점,T1,33.4944343,126.5482049,제주 제주시 이도이동 1951-10번지 102호,0.902027027027027
202305,인자숯불갈비,T1,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,0.924686192468619
202305,세영이네,T1,33.2496172,126.5634009,제주 서귀포시 서귀동 276-13번지,1.0
202306,동홍소량,T1,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,0.911161731207289
202306,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,1.0
202306,쌍팔련도,T1,33.5020734,126.5434758,제주 제주시 일도이동 68-1번지 1층,0.901486988847583
202306,차곡,T1,33.4902673,126.4979834,제주 제주시 연동 311-46번지 제주특별자치도교육청 지하,0.9009009009009
202306,제라진국밥,T1,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,0.915730337078651
202306,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.91047619047619
202306,탐궁숯불갈비,T1,33.4858321,126.4290015,제주 제주시 외도일동 634-1번지,0.904040404040404
202306,양반집,T1,33.5038706,126.5376576,제주 제주시 이도이동 318-1번지,0.909090909090909
202306,정든공간,T1,33.4989633,126.5252575,제주 제주시 도남동 915번지,0.918918918918919
202306,연가갈비,T1,33.4917448,126.5292012,제주 제주시 도남동 65-8번지,0.907975460122699
202306,송송숯불두마리치킨앤곱꼬닭,T1,33.4962659,126.5265362,제주 제주시 도남동 909-9번지 1층,0.91025641025641
202306,한라생얼큰이,T1,33.5024432,126.5422186,제주 제주시 이도이동 408-13번지,0.911428571428571
202306,지원,T1,33.5059021,126.5451693,제주 제주시 일도이동 46-1번지 혜성대유아파트 105동 102호,0.952380952380952
202306,독불장군,T1,33.5053453,126.5402632,제주 제주시 일도이동 380-2번지 1층,0.910447761194029
202306,돈우랑,T1,33.5081754,126.5397649,제주 제주시 일도이동 354-30번지 1층,0.923076923076923
202306,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.914600550964187
202306,빨간집베라체점,T1,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,0.903047091412742
202306,과수원집,T1,33.5074841,126.5462798,제주 제주시 건입동 113번지,0.9009009009009
202306,황궁갈비,T1,33.4903537,126.5347333,제주 제주시 이도이동 1997-10번지,0.90167865707434
202306,일이삼식당,T1,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,0.934579439252336
202306,창성상회,T1,33.4932149,126.5263655,제주 제주시 도남동 56-3번지 1층,0.914110429447852
202306,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.909348441926345
202306,총총휴게음식점,T1,33.2431522,126.4515476,제주 서귀포시 하원동 1715-3번지 1층,1.0
202306,금조,T1,33.5086479,126.5441272,제주 제주시 일도이동 400-19번지,0.905963302752293
202306,숙이네갈비,T1,33.501988,126.5432856,제주 제주시 일도이동 68-8번지 1층,0.916666666666666
202306,인자숯불갈비,T1,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,0.922105263157894
202306,춤추는식탁,T1,33.4890847,126.4317722,제주 제주시 외도일동 505-10번지 외도일동,0.916666666666666
202307,선지왓숯불갈비,T1,33.2627209,126.592062,제주 서귀포시 토평동 1158번지,0.923076923076923
202307,대란갈비,T1,33.4983313,126.525537,제주 제주시 도남동 915-28번지,0.900523560209424
202307,일이삼식당,T1,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,0.936651583710407
202307,창성상회,T1,33.4932149,126.5263655,제주 제주시 도남동 56-3번지 1층,0.93167701863354
202307,버뮤다제주,T1,33.4983363,126.5296714,제주 제주시 이도이동 1767-6번지 1층,0.902985074626865
202307,제주도강어멍,T1,33.5053987,126.5385973,제주 제주시 일도이동 365-14번지,0.9
202307,인자숯불갈비,T1,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,0.921940928270042
202307,황궁갈비,T1,33.4903537,126.5347333,제주 제주시 이도이동 1997-10번지,0.903465346534653
202307,금조,T1,33.5086479,126.5441272,제주 제주시 일도이동 400-19번지,0.909691629955947
202307,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.916167664670658
202307,남광로127,T1,33.4985558,126.5476775,제주 제주시 일도이동 111-13번지 1층,0.912087912087912
202307,따봉,T1,33.2493581,126.5631598,제주 서귀포시 서귀동 276-6번지,1.0
202307,순덕이네왕갈비,T1,33.5222666,126.5673477,제주 제주시 화북일동 1944-10번지 1호,0.934579439252336
202307,제라진국밥,T1,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,0.914835164835164
202307,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,1.0
202307,탐궁숯불갈비,T1,33.4858321,126.4290015,제주 제주시 외도일동 634-1번지,0.902061855670103
202307,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.921001926782273
202307,송이축산정육식당삼양점,T1,33.520576,126.5799477,제주 제주시 삼양이동 2149-1번지 1층,0.915492957746478
202307,동홍소량,T1,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,0.910112359550561
202307,빨간집베라체점,T1,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,0.908309455587392
202307,미식가,T1,33.3082455,126.1645996,제주 제주시 한경면 고산리 3615-6번지,1.0
202307,독불장군,T1,33.5053453,126.5402632,제주 제주시 일도이동 380-2번지 1층,0.93103448275862
202307,부가네얼큰이 동홍점,T1,33.2561009,126.5747453,제주 서귀포시 동홍동 422-3번지 부가네얼큰이 동홍점,0.9
202307,황재돈,T1,33.4871301,126.4317189,제주 제주시 외도일동 551-1번지 고전빌라 102호,0.903225806451612
202307,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.914438502673796
202307,양반집,T1,33.5038706,126.5376576,제주 제주시 이도이동 318-1번지,0.909090909090909
202307,소돈정육식당,T1,33.2586582,126.5755605,제주 서귀포시 동홍동 65-5번지,0.923076923076923
202307,서도가든,T1,33.5217617,126.5659725,제주 제주시 화북일동 1947-25번지 화북백록연립 101호,0.949579831932773
202307,한라생얼큰이,T1,33.5024432,126.5422186,제주 제주시 이도이동 408-13번지,0.909348441926345
202308,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,1.0
202308,삼화왕갈비,T1,33.5147733,126.5740751,제주 제주시 화북일동 1017-2번지 B동,0.905797101449275
202308,금조,T1,33.5086479,126.5441272,제주 제주시 일도이동 400-19번지,0.908482142857142
202308,제라진국밥,T1,33.5076471,126.5251434,제주 제주시 이도일동 1702-10번지,0.92156862745098
202308,동홍소량,T1,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,0.907657657657657
202308,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.924643584521385
202308,신설돈가,T1,33.5123903,126.5387469,제주 제주시 일도이동 132-44번지 서반아파트 103호 104호,0.901754385964912
202308,프라이드프라이드,T1,33.5198488,126.5655288,제주 제주시 화북일동 1982-8번지,0.903061224489795
202308,쌍팔련도,T1,33.5020734,126.5434758,제주 제주시 일도이동 68-1번지 1층,0.907637655417406
202308,서부식당,T1,33.4168241,126.2639066,제주 제주시 한림읍 한림리 1314-134번지 1층,1.0
202308,천도두루치기,T1,33.5034318,126.5450357,제주 제주시 일도이동 53-7번지 1층,0.90293855743544
202308,초량화성,T1,33.5019171,126.5435722,제주 제주시 일도이동 68-2번지 1층,0.901075268817204
202308,화초,T1,33.5017579,126.5319207,제주 제주시 이도이동 1174-18번지 2층,0.909090909090909
202308,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.909333333333333
202308,연가갈비,T1,33.4917448,126.5292012,제주 제주시 도남동 65-8번지,0.904458598726114
202308,더오젠,T1,33.4843546,126.5364461,제주 제주시 아라일동 2605-8번지 1층,0.9
202308,고랑몰라,T1,33.5179042,126.5889643,제주 제주시 도련이동 515-1번지 2동 1층 북측상가,0.909090909090909
202308,빨간집베라체점,T1,33.4930002,126.5437069,제주 제주시 이도이동 1965-14번지 1층,0.904624277456647
202308,과수원집,T1,33.5074841,126.5462798,제주 제주시 건입동 113번지,0.905172413793103
202308,송이축산정육식당삼양점,T1,33.520576,126.5799477,제주 제주시 삼양이동 2149-1번지 1층,0.91860465116279
202308,제주돈갈매기,T1,33.5031139,126.5414725,제주 제주시 이도이동 406-1번지,0.90717299578059
202308,바비킴,T1,33.5110384,126.5380499,제주 제주시 일도이동 161-11번지 일도일동,0.92
202308,서도가든,T1,33.5217617,126.5659725,제주 제주시 화북일동 1947-25번지 화북백록연립 101호,0.956521739130434
202308,오라장어,T1,33.4938905,126.5201116,제주 제주시 오라일동 1076번지 1층,0.912280701754385
202308,송키,T1,33.4920128,126.5294454,제주 제주시 도남동 74-2번지,0.902857142857142
202308,참맛골,T1,33.2582962,126.5774428,제주 서귀포시 토평동 3264-6번지,0.915492957746478
202308,한라생얼큰이,T1,33.5024432,126.5422186,제주 제주시 이도이동 408-13번지,0.919881305637982
202308,돌돌이숯불갈비,T1,33.4884199,126.5000133,제주 제주시 연동 322-3번지 1층,0.913043478260869
202308,인자숯불갈비,T1,33.484629,126.5297762,제주 제주시 도남동 222-5번지 1층,0.922737306843267
202308,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.91867469879518
202308,창성상회,T1,33.4932149,126.5263655,제주 제주시 도남동 56-3번지 1층,0.926829268292683
202308,독불장군,T1,33.5053453,126.5402632,제주 제주시 일도이동 380-2번지 1층,0.924528301886792
202308,양반집,T1,33.5038706,126.5376576,제주 제주시 이도이동 318-1번지,0.9
202308,진산원,T1,33.4947098,126.5279935,제주 제주시 도남동 84-17번지 1층,0.907692307692307
202308,일이삼식당,T1,33.4957375,126.5256433,제주 제주시 도남동 906-24번지,0.929203539823008
202308,일도차돌,T1,33.5024189,126.5462924,제주 제주시 일도이동 62-6번지 1층,0.924242424242424
202308,총총휴게음식점,T1,33.2431522,126.4515476,제주 서귀포시 하원동 1715-3번지 1층,1.0
202308,일품왕솥뚜껑,T1,33.5070466,126.5409195,제주 제주시 일도이동 369-18번지,0.905172413793103
202309,남광로127,T1,33.4985558,126.5476775,제주 제주시 일도이동 111-13번지 1층,0.915384615384615
202309,금조,T1,33.5086479,126.5441272,제주 제주시 일도이동 400-19번지,0.910843373493975
202309,레브,T1,33.4958682,126.5286351,제주 제주시 도남동 86-4번지 1층,0.927536231884058
202309,쌍팔련도,T1,33.5020734,126.5434758,제주 제주시 일도이동 68-1번지 1층,0.90391459074733
202309,자리왓식당,T1,33.4896469,126.4340442,제주 제주시 외도일동 485-4번지,0.911764705882352
202309,우원,T1,33.5031494,126.5425707,제주 제주시 일도이동 48-8번지,0.92258064516129
202309,서귀포일터나눔 지역자활센터 - 엄블랑디,T1,33.2523903,126.5575943,제주 서귀포시 서귀동 330-25번지 서귀동,1.0
202309,제주슈퍼1963,T1,33.5098304,126.512807,제주 제주시 용담일동 306-13번지,0.96
202309,신설돈가,T1,33.5123903,126.5387469,제주 제주시 일도이동 132-44번지 서반아파트 103호 104호,0.901060070671378
202309,서도가든,T1,33.5217617,126.5659725,제주 제주시 화북일동 1947-25번지 화북백록연립 101호,0.948979591836734
202309,순덕이네왕갈비,T1,33.5222666,126.5673477,제주 제주시 화북일동 1944-10번지 1호,0.923809523809523
202309,오라돈돈,T1,33.4895477,126.5121071,제주 제주시 오라이동 1349-3번지,0.916666666666666
202309,앙끄레,T1,33.2570768,126.5744454,제주 서귀포시 동홍동 106-5번지 1층,0.958333333333333
202309,제주태원,T1,33.5089538,126.5389729,제주 제주시 일도이동 330-14번지 1층,0.904024767801857
202309,제주정낭집 아라점,T1,33.4771304,126.5497115,제주 제주시 아라일동 6119-2번지 1층 101호,0.9
202309,목민,T1,33.4959536,126.5250016,제주 제주시 도남동 906-31번지 1층,0.903614457831325
202309,천도두루치기,T1,33.5034318,126.5450357,제주 제주시 일도이동 53-7번지 1층,0.904719501335707
202309,심심포차,T1,33.498947,126.5348631,제주 제주시 이도이동 1136-15번지 1층,0.91081081081081
202309,동홍소량,T1,33.2570804,126.5733377,제주 서귀포시 동홍동 107-10번지,0.903370786516854
202309,더오젠,T1,33.4843546,126.5364461,제주 제주시 아라일동 2605-8번지 1층,0.9375
202309,대란갈비,T1,33.4983313,126.525537,제주 제주시 도남동 915-28번지,0.901554404145077
202309,전이전,T1,33.5006468,126.5147821,제주 제주시 용담일동 2828-3번지 1층,0.9
